080 026 412
155 518 350
704 242 916
483 482 295
060 931 144
045 293 495
719 458 465
687 876 334
670 909 696
201 197 092
621 045 459
479 130 692
557 448 404
980 947 253
395 434 889
877 362 467
468 328 182
134 978 824
689 627 909
724 361 407
693 804 510
491 147 898
616 076 485
978 787 802
177 655 586
155 264 906
605 510 288
466 757 358
867 787 517
921 220 042
634 216 188
117 833 558
461 902 249
925 577 017
976 506 840
990 807 992
090 845 637
743 478 828
658 798 723
024 590 481
931 181 259
247 942 733
254 960 842
808 947 493
547 676 098
510 403 330
209 719 616
592 506 182
291 090 447
824 484 802
740 981 147
682 621 578
156 957 599
830 407 656
504 407 495
600 755 078
442 513 172
005 868 054
387 899 826
279 015 630
107 128 357
558 037 057
201 715 752
353 726 383
275 784 890
908 682 941
179 434 949
376 137 790
689 962 579
735 641 532
928 633 072
793 608 043
873 728 687
898 663 653
377 372 982
996 257 317
152 858 726
806 786 976
210 250 171
288 687 296
802 644 005
152 952 008
655 084 374
718 588 577
609 895 313
189 713 415
935 347 104
257 493 080
679 581 082
337 168 652
549 965 341
740 396 031
002 985 950
410 973 317
222 477 143
202 283 297
237 878 855
356 854 083
424 679 082
484 769 682
612 288 837
692 403 868
188 990 816
104 728 548
316 553 288
686 861 782
022 314 553
806 433 165
587 434 465
493 778 997
436 977 953
732 504 402
407 766 468
594 858 870
137 441 325
853 695 302
368 621 694
407 422 351
952 172 765
667 241 772
181 252 818
115 282 048
775 910 326
870 401 148
838 884 070
220 235 931
718 174 741
160 058 384
405 937 764
639 891 654
452 867 575
848 719 704
439 944 588
159 038 009
850 246 687
837 868 090
069 566 487
916 032 626
769 658 550
059 768 291
883 344 830
899 965 784
736 091 521
334 134 830
234 825 271
197 184 567
143 729 358
076 119 056
921 934 121
266 160 563
368 725 743
397 406 422
481 446 003
393 863 766
238 051 635
650 276 082
724 624 895
418 825 808
111 233 342
376 218 491
631 251 014
754 927 853
779 856 483
967 402 363
605 066 513
732 887 153
571 515 204
217 346 493
658 024 492
128 815 800
632 423 307
122 239 189
476 080 544
236 926 416
593 142 946
459 064 390
435 768 767
296 086 457
337 266 381
576 717 144
760 939 546
661 366 351
296 795 982
710 315 102
117 565 127
657 192 787
366 495 281
296 215 338
846 219 525
567 595 772
755 180 387
752 747 253
028 042 463
075 560 631
214 139 123
120 398 706
737 567 552
552 841 637
822 167 466
742 514 524
047 193 081
114 892 458
950 601 096
257 635 680
163 505 209
263 536 781
972 406 938
944 059 245
756 537 353
818 910 945
906 822 135
512 421 470
668 356 231
782 711 360
951 381 532
635 159 882
615 469 491
270 023 948
985 684 232
427 193 909
980 219 307
049 835 572
260 277 371
684 191 463
620 356 188
492 238 902
124 637 083
797 740 909
390 641 017
005 631 635
666 912 258
917 490 112
720 328 681
693 744 237
239 762 248
311 394 357
163 883 465
646 758 540
811 114 081
626 711 840
637 784 356
261 031 918
329 347 488
338 377 617
222 408 411
788 971 166
980 711 279
485 136 790
051 598 795
971 477 781
389 461 963
662 969 310
706 127 313
213 774 524
750 989 659
956 734 552
692 737 893
755 357 621
100 677 293
318 179 322
272 978 768
294 014 352
584 920 680
837 692 144
325 966 034
393 058 409
742 701 998
172 824 369
081 160 228
038 073 300
301 130 191
526 211 503
834 041 733
429 108 269
170 501 332
176 763 951
259 561 314
766 699 300
877 267 989
232 988 816
917 736 043
781 334 297
832 739 171
261 481 733
572 476 232
646 930 750
214 736 647
206 175 150
226 401 735
678 243 288
192 849 297
745 263 772
898 647 961
148 703 879
429 586 498
869 615 948
692 814 486
170 683 890
497 037 754
459 480 315
287 322 465
317 594 646
504 746 520
105 946 966
690 438 817
193 420 288
261 332 969
275 519 817
951 405 745
557 482 346
203 318 589
716 679 725
630 160 174
980 764 765
880 745 203
414 649 384
186 745 360
131 712 408
671 815 868
155 732 068
785 380 049
477 138 697
449 987 940
733 302 483
584 762 884
242 932 655
112 225 966
811 222 322
401 822 432
304 579 535
176 326 106
804 434 215
269 573 952
146 361 589
387 466 188
911 399 772
664 892 403
476 472 501
821 406 089
792 209 041
240 492 942
336 934 641
883 757 320
429 616 923
838 583 797
155 660 145
776 217 960
505 285 197
428 420 780
147 156 749
558 714 697
937 607 216
456 536 069
869 424 309
995 127 222
051 907 210
522 734 383
899 796 627
713 679 009
537 080 723
214 410 946
147 804 181
332 274 364
448 314 039
764 670 543
562 317 800
572 007 342
196 937 239
313 966 566
142 705 425
936 831 809
736 135 252
028 881 712
189 313 018
472 163 450
584 436 463
489 742 031
570 101 105
207 030 842
033 854 639
849 191 457
614 871 929
862 457 371
458 151 610
685 367 617
994 185 957
627 803 257
516 085 800
373 068 840
120 642 053
333 458 693
045 794 724
335 365 839
506 176 742
259 733 202
685 481 343
556 812 972
799 986 773
628 910 630
689 826 162
707 710 869
484 839 055
124 888 439
296 501 794
989 049 200
838 902 203
094 727 070
547 570 192
699 334 348
113 235 147
811 477 447
994 014 934
142 542 935
501 323 281
961 290 624
373 628 205
062 073 200
420 433 013
680 650 355
762 154 458
203 718 317
295 253 884
165 793 852
016 792 368
762 340 800
398 630 392
546 735 531
416 372 449
317 751 832
097 120 398
851 443 341
578 988 594
261 587 018
637 861 865
499 088 003
628 295 495
968 529 347
041 148 024
224 706 481
686 640 194
466 154 499
106 613 987
821 042 322
943 097 394
655 361 061
609 486 626
153 536 685
106 000 656
667 018 287
884 836 008
715 725 248
099 475 618
673 011 078
361 211 865
582 983 169
700 739 964
173 298 761
880 483 789
269 134 359
335 333 233
948 885 157
635 927 833
244 134 631
760 752 261
281 314 260
352 287 163
181 038 449
770 142 792
768 070 286
281 127 779
642 391 809
740 151 592
832 821 615
778 416 263
494 553 464
358 258 952
175 624 568
041 014 929
403 838 931
656 577 764
447 955 907
640 504 858
521 337 766
210 429 676
935 736 744
076 639 822
268 432 358
980 051 601
092 793 603
690 373 667
668 849 359
793 713 496
686 580 705
976 677 997
807 418 728
044 379 592
866 000 763
780 785 713
506 706 290
228 076 659
453 061 608
029 864 832
275 098 358
459 864 120
012 933 222
817 210 834
353 366 545
300 434 404
275 782 852
583 532 551
241 380 757
038 113 528
785 134 453
144 592 748
901 902 890
238 385 629
716 799 101
262 114 473
569 595 960
195 198 163
997 624 713
084 664 630
882 029 614
865 114 565
052 444 460
817 384 506
665 215 950
109 411 017
989 620 455
696 070 507
253 231 153
951 395 797
290 640 465
901 457 473
714 475 613
090 792 953
805 271 087
966 908 592
127 399 434
046 210 092
278 965 603
325 775 906
374 999 480
715 098 885
973 867 690
406 592 501
520 899 345
212 604 375
842 883 266
269 982 161
792 073 272
948 935 929
505 922 682
379 752 165
316 868 587
229 872 890
279 456 552
471 193 045
189 863 913
180 000 093
936 510 098
631 690 724
621 284 116
917 818 114
218 998 961
015 180 086
533 506 143
611 047 465
975 313 040
594 562 993
029 554 706
876 162 603
979 968 708
262 493 794
054 705 058
879 712 982
784 780 611
265 708 164
778 217 240
862 520 558
738 581 271
002 116 770
840 560 130
984 620 575
087 497 244
378 376 909
365 944 057
756 582 052
969 707 454
727 233 686
603 289 893
028 367 225
323 207 514
660 337 692
427 791 587
343 553 830
322 766 577
700 342 538
877 164 194
202 921 755
902 137 017
523 299 477
023 118 227
436 625 255
742 453 459
007 497 563
616 895 215
876 149 394
521 577 890
092 654 755
200 405 603
102 096 856
202 582 987
849 684 584
723 865 564
589 631 522
548 523 687
877 202 952
496 633 686
255 609 000
468 784 491
874 095 136
465 876 373
726 763 394
041 187 402
804 514 255
891 220 824
479 894 339
131 280 232
805 433 349
355 540 568
022 789 960
348 352 444
645 378 712
155 077 373
023 596 612
398 778 738
354 571 911
598 322 634
054 275 474
897 357 653
846 241 537
776 005 522
244 443 313
190 188 011
256 414 004
983 684 986
251 119 087
420 411 274
701 510 075
819 966 268
679 951 988
509 272 068
242 539 260
096 607 692
483 138 079
607 554 920
392 726 261
475 601 241
618 019 640
301 577 821
785 507 393
225 221 613
645 906 090
167 653 138
624 366 381
889 929 303
243 094 596
778 677 021
818 707 200
584 082 887
052 827 904
846 613 073
416 313 930
701 807 877
792 502 098
562 681 239
484 747 613
709 633 127
162 394 977
829 430 776
487 493 470
734 579 113
318 395 803
650 473 705
591 022 223
517 582 201
963 195 045
075 597 989
476 270 426
528 312 168
217 530 997
373 444 579
885 669 283
128 193 398
886 461 508
144 424 868
234 895 266
839 003 647
747 155 372
578 264 731
741 446 660
598 031 136
381 004 183
734 504 632
538 712 696
822 638 540
325 997 633
919 759 324
727 484 610
105 217 822
754 608 206
573 005 139
774 179 758
050 362 227
344 857 479
910 657 006
299 603 605
825 150 972
297 322 059
331 128 611
309 183 580
535 577 332
801 029 794
778 182 535
175 101 211
955 276 977
174 390 690
540 394 525
184 253 102
319 323 911
653 253 294
543 124 986
401 582 622
423 120 088
226 582 740
186 744 868
974 112 161
885 026 484
577 167 497
898 984 083
268 132 537
084 038 215
682 814 793
770 093 391
684 582 877
837 939 891
027 829 274
446 874 380
360 797 948
955 640 644
070 448 220
384 175 006
930 235 502
882 082 522
211 340 351
266 258 631
834 467 961
018 147 165
211 315 486
332 204 619
941 252 876
235 155 660
512 691 924
779 980 671
020 347 886
176 887 750
596 332 981
383 252 756
432 129 831
450 796 909
235 872 322
563 706 522
655 561 744
383 867 942
999 648 074
829 706 415
887 148 344
551 445 497
598 485 738
959 055 070
188 011 738
495 984 007
694 550 161
212 383 962
708 329 685
583 143 409
313 474 223
378 915 326
073 287 583
623 077 740
171 486 921
695 167 031
943 372 102
658 128 889
271 430 480
231 647 256
007 695 091
566 344 032
041 504 895
725 642 185
577 032 618
237 480 363
863 329 587
232 612 176
871 852 034
704 527 241
948 376 629
586 848 624
127 304 798
824 730 725
388 466 310
814 512 943
641 889 845
482 800 299
078 105 186
980 843 163
803 128 859
066 810 771
628 387 342
814 579 934
734 226 301
485 385 967
364 388 942
617 803 481
992 847 582
639 740 836
487 122 111
766 974 935
300 586 112
871 600 169
870 173 283
199 949 736
678 509 647
118 401 447
193 131 554
900 680 000
890 958 952
328 192 596
203 534 367
021 246 376
184 446 912
678 342 999
369 075 981
836 054 874
144 099 892
048 675 045
899 940 373
232 392 100
850 646 365
461 061 681
934 593 831
462 115 437
185 317 021
404 046 203
498 978 212
207 179 573
874 730 278
548 818 111
294 156 468
153 362 355
553 063 124
555 788 405
240 855 072
904 574 795
277 869 186
774 848 063
536 622 244
093 265 486
504 782 830
477 411 078
469 118 129
986 116 283
413 430 463
540 224 748
295 500 359
162 706 485
397 381 567
952 755 098
643 183 502
984 522 938
225 119 676
726 754 427
371 358 573
696 040 310
513 621 029
449 464 858
918 704 941
490 746 450
747 945 491
508 482 619
245 051 792
963 002 001
858 883 119
669 010 530
206 302 499
829 491 323
444 621 577
679 372 052
406 089 524
405 189 564
959 681 743
085 355 782
605 439 132
036 589 950
730 657 152
537 097 792
503 326 597
769 729 161
465 298 560
271 615 825
797 838 489
927 190 579
266 606 557
473 443 844
356 916 932
062 146 956
560 417 677
755 093 572
780 948 261
080 553 555
466 066 784
985 055 318
848 656 708
179 384 482
010 902 021
731 445 268
668 976 707
546 465 808
414 061 515
186 889 762
437 853 658
712 352 814
977 419 605
581 540 911
744 591 868
834 827 982
972 898 605
244 266 698
755 554 755
002 909 232
996 620 076
186 028 338
296 379 787
131 407 744
662 780 717
210 244 216
038 373 361
763 022 720
914 061 106
004 250 445
159 776 178
426 643 813
929 855 278
553 541 756
848 400 792
495 346 686
198 751 422
985 210 418
846 204 303
492 809 561
028 713 238
024 786 378
775 056 450
057 644 346
697 894 343
375 508 116
361 418 650
907 521 090
395 079 536
973 666 514
526 412 887
475 347 639
071 198 402
098 461 114
879 608 172
053 841 466
540 093 499
814 435 129
795 136 837
280 118 415
415 075 209
094 131 042
968 084 665
488 531 211
898 455 688
533 116 414
446 226 128
837 306 281
356 908 210
597 290 659
516 820 289
814 640 678
895 452 464
009 961 467
357 576 354
882 603 343
564 856 599
213 057 029
542 187 455
972 745 285
901 268 235
716 343 231
159 214 261
801 487 992
168 624 963
726 823 172
665 486 254
757 644 604
124 966 805
773 449 160
221 126 782
517 659 892
723 272 324
218 107 290
245 870 126
765 555 289
887 497 949
249 658 659
967 055 617
974 078 453
178 486 098
234 929 883
883 812 349
163 454 895
283 617 157
149 631 632
832 143 044
056 584 576
244 188 678
434 559 134
975 465 337
543 249 163
680 304 854
248 092 470
323 721 282
062 012 331
323 604 272
780 975 959
099 603 821
547 184 333
499 318 830
419 873 914
152 797 031
911 574 838
763 563 756
574 448 817
403 164 684
355 748 500
837 679 927
839 347 978
907 133 003
414 344 457
271 837 577
455 140 400
828 359 307
879 541 183
442 117 883
771 082 492
262 484 165
783 768 377
101 248 847
105 978 522
045 578 564
813 662 186
137 259 339
923 136 337
024 972 804
370 239 907
829 145 606
339 305 765
332 747 898
718 741 176
076 128 065
565 972 015
068 773 217
234 233 005
531 449 551
153 853 429
609 502 919
249 610 452
925 064 305
995 768 215
897 863 676
206 579 377
605 435 197
909 051 567
202 045 530
243 794 898
593 489 008
586 197 097
088 445 572
883 601 262
430 209 486
676 161 375
415 843 549
470 803 172
069 402 014
811 951 268
457 547 602
597 427 186
760 532 267
504 720 707
683 078 653
906 549 811
624 697 272
192 861 565
559 332 077
430 478 115
215 024 761
297 799 538
279 478 804
789 472 776
993 327 832
304 141 435
662 734 540
472 455 211
936 962 570
858 084 254
937 880 128
447 441 353
947 128 302
033 291 618
005 332 671
630 055 093
107 315 822
486 867 195
064 136 302
812 629 392
363 035 148
862 164 290
364 358 234
592 048 698
794 288 951
910 109 719
439 628 744
625 280 045
821 474 830
560 846 446
623 132 503
520 375 783
890 507 189
540 426 988
787 348 960
323 606 012
180 585 499
327 901 799
060 407 921
320 123 169
586 909 038
548 080 555
817 204 001
588 326 884
367 003 522
946 161 080
783 932 288
786 838 789
127 072 411
376 297 321
375 226 685
669 650 897
266 823 301
326 091 196
495 988 941
981 367 253
944 708 379
800 355 927
054 355 342
351 920 285
994 175 362
425 312 543
720 319 409
291 627 586
422 227 124
336 222 864
178 789 244
281 500 686
872 375 811
910 804 459
170 514 707
340 944 677
650 340 326
217 115 682
656 295 730
356 532 101
669 902 017
256 576 091
806 865 762
047 434 816
859 542 540
014 207 641
863 489 274
645 798 745
730 097 417
749 368 882
924 007 503
455 779 272
621 992 908
172 185 951
216 370 007
874 082 050
472 119 635
848 415 386
820 533 552
648 870 343
573 722 030
277 661 005
313 557 167
202 808 739
143 193 878
246 794 457
555 324 581
319 048 658
249 000 761
347 503 831
871 866 281
652 830 076
247 196 512
579 194 655
034 556 522
432 790 954
040 927 253
805 655 032
255 947 707
122 308 273
505 775 080
697 649 028
128 687 530
057 262 529
388 920 233
436 506 760
277 628 723
630 964 765
625 746 391
833 982 226
042 098 574
522 730 662
750 994 287
945 719 904
762 085 496
803 777 887
053 972 485
661 385 260
913 044 830
397 516 931
501 806 046
696 961 507
304 093 552
610 203 960
891 571 853
198 432 874
523 038 057
677 958 555
396 641 839
398 913 269
999 638 620
071 357 701
511 588 519
807 697 438
376 774 766
837 646 645
281 640 268
684 808 066
725 686 166
473 346 500
456 815 125
699 094 926
429 583 610
161 522 545
421 543 463
331 074 823
299 742 486
196 920 615
016 100 240
496 565 953
446 602 179
627 088 594
086 768 116
471 814 038
786 045 591
994 143 410
559 042 551
394 748 040
869 460 543
849 775 457
891 307 035
446 510 125
215 270 950
291 581 114
302 571 484
515 816 742
629 058 512
738 969 526
840 302 194
314 293 564
948 298 971
694 602 566
206 299 612
567 529 078
183 894 955
716 198 619
656 957 529
934 258 476
594 508 061
383 785 060
765 763 172
812 018 950
055 381 909
275 757 474
293 528 402
694 930 389
967 676 180
500 963 715
788 911 956
996 184 784
363 770 249
493 805 808
719 800 518
553 462 185
130 963 978
008 858 177
199 781 956
531 422 889
066 899 329
209 498 484
555 747 302
354 690 141
072 825 185
805 378 619
189 943 616
592 781 587
418 392 833
430 605 337
764 873 121
315 550 806
643 271 745
254 297 211
667 786 974
640 160 933
215 793 597
352 773 154
303 915 326
218 634 855
631 655 859
812 097 921
771 760 014
464 465 335
558 333 092
953 147 477
168 549 178
341 729 879
730 049 012
385 900 675
080 897 036
888 548 609
632 881 066
878 839 083
437 616 170
896 657 491
713 796 795
899 134 001
007 288 749
501 434 674
907 244 867
372 048 900
303 793 558
772 583 399
926 998 287
661 890 897
920 845 062
141 069 773
080 771 504
478 209 067
453 342 222
480 990 126
350 203 907
241 594 225
383 869 203
492 331 210
543 807 879
360 782 155
504 876 038
036 023 919
382 843 605
399 145 382
831 553 292
889 995 155
080 880 982
293 192 258
177 829 017
668 219 363
486 388 036
400 912 523
453 597 965
599 458 940
803 541 168
155 849 409
384 685 558
743 740 656
602 743 478
151 677 705
189 075 567
875 044 240
628 142 218
156 293 193
454 554 031
506 786 235
681 497 129
415 672 096
705 705 135
725 765 986
565 573 110
458 350 246
710 067 430
480 509 793
200 564 938
872 989 694
901 807 487
170 569 735
326 023 280
094 780 806
819 385 501
326 378 320
744 573 882
027 962 372
824 646 178
431 972 140
870 954 476
095 634 127
913 810 982
761 143 114
470 790 148
059 218 230
522 797 307
603 723 453
756 950 572
760 712 752
963 546 643
123 358 285
861 077 550
499 096 196
972 972 178
193 775 665
978 241 800
215 932 344
290 483 999
167 142 280
810 425 371
998 019 756
555 770 882
877 890 665
841 534 241
516 370 137
900 319 401
630 231 462
099 836 405
768 200 933
434 321 394
963 556 980
884 548 736
374 495 612
139 884 225
322 506 775
179 968 920
069 211 001
582 122 743
028 261 071
503 350 852
539 469 528
432 326 916
208 012 427
808 546 634
124 313 065
863 823 712
551 100 324
372 660 514
737 733 121
878 205 038
660 429 358
901 535 484
682 003 165
636 304 289
403 753 932
743 370 124
995 006 327
562 005 363
992 934 877
690 339 056
239 867 294
788 203 115
731 353 272
849 388 988
143 036 804
368 851 135
901 833 558
689 578 300
831 492 400
238 228 480
541 269 627
844 687 483
937 583 300
379 540 313
560 998 338
521 126 763
140 173 576
992 985 689
209 113 786
156 370 116
075 317 073
972 969 836
365 034 685
017 177 478
778 935 510
620 460 121
515 311 207
070 619 218
210 602 090
186 538 146
858 136 153
365 527 639
748 982 246
649 889 821
344 165 147
187 104 757
224 051 292
262 959 000
754 072 205
303 050 116
882 353 824
012 451 431
384 095 501
888 746 385
801 835 570
479 366 908
974 724 502
685 800 633
576 793 012
329 923 544
605 509 850
395 030 711
538 976 358
526 902 366
938 241 155
786 039 743
153 852 488
220 537 658
925 833 311
584 159 834
026 530 402
319 982 260
485 406 904
679 085 589
814 736 674
195 096 698
439 477 191
848 458 840
127 694 214
047 881 925
533 562 377
681 530 853
839 235 108
258 531 367
196 831 341
637 727 371
193 147 584
640 511 853
193 683 737
789 375 581
281 393 314
552 479 693
209 854 801
366 576 999
619 803 299
301 380 184
934 633 058
467 378 253
092 675 065
292 594 744
431 431 493
211 337 837
982 963 944
451 640 056
772 300 307
955 435 706
765 245 733
289 307 993
830 405 338
782 864 102
077 081 529
169 463 783
720 619 543
655 563 963
489 327 437
604 865 808
417 209 392
447 866 666
866 385 255
665 742 953
635 649 189
923 140 362
131 186 512
806 625 414
758 156 640
909 801 136
274 805 449
179 485 362
108 102 195
071 167 076
818 764 557
480 794 486
391 039 096
647 448 554
660 199 274
158 908 970
859 213 803
947 210 050
941 190 159
860 796 663
383 252 475
495 434 904
883 069 106
801 868 662
854 535 358
159 098 656
890 099 633
574 575 528
349 172 130
407 987 874
044 830 248
963 629 704
763 470 085
296 422 199
079 580 908
765 818 067
752 213 249
062 495 155
288 593 247
820 951 333
146 369 368
883 731 994
976 393 298
771 317 625
195 132 055
887 157 923
183 040 948
277 390 951
480 374 370
317 509 867
075 041 806
481 113 157
170 299 762
512 118 571
916 160 344
346 704 463
214 075 657
973 701 766
801 907 494
288 620 230
030 213 763
551 917 388
873 254 650
898 950 795
380 970 632
621 449 222
311 729 867
211 843 685
541 471 645
411 311 855
015 257 181
256 653 700
331 096 552
968 583 179
673 774 378
758 666 150
549 487 205
778 492 637
460 128 242
364 916 106
025 050 444
331 756 510
024 367 245
817 591 191
892 296 542
464 471 473
057 979 197
904 454 717
911 234 268
446 353 641
411 919 939
872 699 053
044 811 065
308 350 446
216 019 612
588 661 173
604 181 610
049 430 903
696 488 600
925 954 083
645 536 244
320 043 672
744 900 408
438 560 229
520 352 188
154 732 192
086 652 682
848 600 615
619 000 193
873 206 411
012 922 035
852 399 351
314 017 732
